laoxiangzhou,万科金域蓝湾,(香洲区老香洲)情侣中路金域蓝湾,38858,40,90天成交0套,17套正在出租,塔楼,587户,5栋,35%,3.9,商品房/使用权,暂无信息,暂无信息,民水,民电,3.46元/平米/月,"[113.58445664436,22.290125616096]","113.581006,22.289187",凤凰花园店凤凰花园店/凤凰北路1118号首层A5商铺,南京万科物业管理有限公司,珠海市万科房地产有限公司,https://zh.lianjia.com/xiaoqu/6315208292322028/
laoxiangzhou,珠都国际广场,(香洲区老香洲)凤凰路珠都国际广场,19401,13,90天成交0套,14套正在出租,塔楼,337户,2栋,25%,3.4,商品房,暂无信息,无供暖,民水,民电,1.2元/平米/月,"[113.578981,22.292635]","113.575693,22.294193",华南名宇店华南名宇店/梅华东路198-1号,珠海珠都集团物业管理有限公司,珠海市珠都房产发展有限公司,https://zh.lianjia.com/xiaoqu/6315890672004522/
laoxiangzhou,桃花源一期,(香洲区老香洲)神前路89号,27918,16,90天成交0套,2套正在出租,板楼/塔板结合,424户,8栋,35.5%,2,商品房,暂无信息,暂无信息,民水,民电,2.88至2.95元/平米/月,"[113.585697,22.315091]","113.59002,22.314586",C21珠海泽优居美丽湾店C21珠海泽优居美丽湾店/凤凰海域-北门东侧15米,中海物业管理有限公司珠海分公司,中海地产(珠海)有限公司,https://zh.lianjia.com/xiaoqu/6318061335497254/
laoxiangzhou,恒福阁,(香洲区老香洲)乐园路68号,29540,15,90天成交0套,3套正在出租,塔楼,325户,2栋,15%,4.33,商品房,暂无信息,暂无信息,民水,民电,1.9元/平米/月,"[113.583282,22.286934]","113.582972,22.285341",凤凰店凤凰店/凤凰北路1028号,恒隆物业,恒隆集团汇成开发有限公司,https://zh.lianjia.com/xiaoqu/6318061548882587/
laoxiangzhou,富之岛,(香洲区老香洲)凤凰路4号,20932,8,90天成交0套,2套正在出租,塔楼,292户,4栋,28%,3.9,商品房,暂无信息,无供暖,民水,民电,0.6至1元/平米/月,"[113.578272,22.291266]","113.581006,22.289187",凤凰花园店凤凰花园店/凤凰北路1118号首层A5商铺,珠海市原兴物业管理有限公司,珠海供销企业集团有限公司房产开发经营部,https://zh.lianjia.com/xiaoqu/6318061360115319/
laoxiangzhou,凤凰花园,(香洲区老香洲)凤凰北路凤凰花园,26381,54,90天成交1套,6套正在出租,塔楼,1060户,4栋,25%,5,商品房/私产,暂无信息,无供暖,民水,民电,1.6元/平米/月,"[113.58244583718,22.289097472036]","113.581006,22.289187",凤凰花园店凤凰花园店/凤凰北路1118号首层A5商铺,珠海市中泳物业管理有限公司,东莞市中帆房地产开发有限公司,https://zh.lianjia.com/xiaoqu/6315122519044289/
laoxiangzhou,扬名海邑,(香洲区老香洲)情侣中路扬名海邑,29576,19,90天成交1套,6套正在出租,塔板结合,224户,2栋,25%,暂无信息,商品房,暂无信息,暂无信息,民水,民电,1.8元/平米/月,"[113.587442,22.281846]","113.586514,22.283722",C21珠海鼎业星海湾店C21珠海鼎业星海湾店/先烈路10号商铺,香港仲量联行,珠海市盛鸿置业有限公司,https://zh.lianjia.com/xiaoqu/6315120957715401/
laoxiangzhou,每一间,(香洲区老香洲)香洲区情侣北路每一间,27915,76,90天成交0套,18套正在出租,塔板结合,757户,13栋,35%,2.4,商品房,暂无信息,无供暖,民水,民电,2.5至2.6元/平米/月,"[113.58710251837,22.311341773272]","113.587961,22.311458",每一间店每一间店/每一间花园10栋7号,暂无信息,中化方兴房地产开发(珠海)有限公司,https://zh.lianjia.com/xiaoqu/6315211293322810/
laoxiangzhou,华南名宇,(香洲区老香洲)梅华东路华南名宇,22329,182,90天成交2套,47套正在出租,塔板结合,2953户,19栋,54%,2.8,商品房/动迁安置房/使用权/私产/回迁房,暂无信息,无供暖,商水/民水,商电/民电,0.9至1.8元/平米/月,"[113.57568774306,22.295470948955]","113.575693,22.294193",华南名宇店华南名宇店/梅华东路198-1号,珠海市真诚物业管理有限公司,珠海市森宇房产开发有限公司,https://zh.lianjia.com/xiaoqu/6315186211384512/
laoxiangzhou,沁园上舍,(香洲区老香洲)狮山路沁园上舍,27220,14,90天成交1套,6套正在出租,板楼,595户,1栋,32%,2.56,商品房,暂无信息,无供暖,民水,民电,1.5元/平米/月,"[113.58095659928,22.284552556854]","113.58263,22.285127",C21珠海万通丹田广场店C21珠海万通丹田广场店/凤凰北路1014号,珠海市中珠物业管理有限公司,珠海市联浩房产开发有限公司,https://zh.lianjia.com/xiaoqu/6315893775528158/
